wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
9.98	1.591	0.195	0.003	0.009
10.00	1.594	0.189	0.003	0.009
10.02	1.597	0.182	0.003	0.009
10.04	1.601	0.176	0.003	0.009
10.06	1.605	0.168	0.003	0.009
10.08	1.606	0.160	0.003	0.009
10.10	1.607	0.153	0.003	0.009
10.12	1.608	0.147	0.003	0.009
10.14	1.610	0.140	0.003	0.009
10.16	1.610	0.133	0.004	0.009
10.18	1.610	0.126	0.004	0.008
10.20	1.609	0.120	0.004	0.008
10.22	1.608	0.114	0.004	0.007
10.24	1.607	0.108	0.004	0.007
10.26	1.606	0.103	0.004	0.007
10.28	1.604	0.097	0.004	0.006
10.30	1.602	0.093	0.004	0.006
10.32	1.600	0.088	0.004	0.006
10.34	1.598	0.084	0.004	0.005
10.36	1.595	0.080	0.004	0.005
10.38	1.593	0.077	0.004	0.005
10.40	1.591	0.073	0.004	0.005
10.42	1.588	0.070	0.004	0.004
10.44	1.586	0.068	0.003	0.004
10.46	1.584	0.065	0.003	0.004
10.48	1.582	0.062	0.003	0.004
10.50	1.579	0.060	0.003	0.004
10.52	1.577	0.058	0.003	0.004
10.54	1.575	0.056	0.003	0.004
10.56	1.573	0.054	0.002	0.004
10.58	1.570	0.053	0.002	0.004
10.60	1.569	0.052	0.002	0.004
10.62	1.567	0.050	0.002	0.004
10.64	1.565	0.049	0.002	0.004
10.66	1.563	0.048	0.002	0.004
10.68	1.561	0.047	0.002	0.004
10.70	1.559	0.046	0.002	0.004
10.72	1.558	0.046	0.002	0.004
10.74	1.557	0.045	0.002	0.004
10.76	1.555	0.044	0.002	0.004
10.78	1.554	0.043	0.002	0.004
10.80	1.552	0.042	0.002	0.004
10.82	1.551	0.042	0.002	0.004
10.84	1.550	0.041	0.002	0.003
10.86	1.548	0.041	0.002	0.004
10.88	1.547	0.041	0.002	0.004
10.90	1.546	0.041	0.002	0.003
10.92	1.546	0.040	0.002	0.003
10.94	1.545	0.039	0.002	0.003
10.96	1.545	0.038	0.002	0.003
10.98	1.543	0.037	0.001	0.003
11.00	1.542	0.037	0.001	0.003
11.02	1.542	0.036	0.001	0.003
11.04	1.540	0.035	0.001	0.003
11.06	1.539	0.034	0.001	0.003
11.08	1.538	0.033	0.001	0.003
11.10	1.536	0.032	0.001	0.003
11.12	1.534	0.031	0.001	0.003
11.14	1.532	0.031	0.001	0.003
11.16	1.531	0.030	0.001	0.003
11.18	1.528	0.029	0.001	0.003
11.20	1.525	0.030	0.001	0.003
11.22	1.523	0.030	0.001	0.003
11.24	1.520	0.031	0.001	0.003
11.26	1.517	0.032	0.001	0.003
11.28	1.513	0.035	0.001	0.003
11.30	1.511	0.039	0.001	0.004
11.32	1.508	0.043	0.001	0.004
11.34	1.508	0.050	0.001	0.004
11.36	1.510	0.056	0.001	0.004
11.38	1.514	0.061	0.001	0.005
11.40	1.519	0.063	0.002	0.005
11.42	1.519	0.066	0.002	0.005
11.44	1.525	0.076	0.001	0.008
11.46	1.543	0.078	0.003	0.009
11.48	1.554	0.066	0.005	0.007
11.50	1.554	0.057	0.005	0.004
11.52	1.556	0.053	0.003	0.004
11.54	1.558	0.047	0.004	0.004
11.56	1.557	0.041	0.003	0.003
11.58	1.556	0.036	0.003	0.003
11.60	1.554	0.031	0.003	0.003
11.62	1.550	0.028	0.003	0.003
11.64	1.547	0.026	0.002	0.003
11.66	1.545	0.026	0.003	0.003
11.68	1.543	0.025	0.002	0.003
11.70	1.542	0.024	0.003	0.003
11.72	1.540	0.023	0.002	0.003
11.74	1.538	0.024	0.002	0.003
11.76	1.538	0.023	0.002	0.003
11.78	1.537	0.023	0.003	0.003
11.80	1.537	0.022	0.003	0.003
11.82	1.536	0.022	0.003	0.003
11.84	1.536	0.021	0.003	0.003
11.86	1.535	0.021	0.003	0.003
11.88	1.536	0.020	0.004	0.003
11.90	1.534	0.018	0.004	0.002
11.92	1.533	0.018	0.003	0.002
11.94	1.532	0.017	0.003	0.001
11.96	1.532	0.017	0.003	0.001
11.98	1.531	0.016	0.003	0.001
12.00	1.530	0.016	0.003	0.001
12.02	1.529	0.016	0.003	0.001
12.04	1.529	0.017	0.003	0.001
12.06	1.530	0.015	0.003	0.001
12.08	1.528	0.015	0.003	0.001
12.10	1.528	0.015	0.003	0.001
12.12	1.528	0.014	0.003	0.001
12.14	1.528	0.013	0.003	0.001
12.16	1.527	0.012	0.003	0.001
12.18	1.527	0.012	0.003	0.001
12.20	1.526	0.011	0.002	0.001
12.22	1.526	0.010	0.002	0.001
12.24	1.524	0.009	0.002	0.001
12.26	1.524	0.009	0.002	0.001
12.28	1.523	0.008	0.002	0.001
12.30	1.522	0.007	0.002	0.001
12.32	1.520	0.006	0.002	0.001
12.34	1.519	0.007	0.002	0.001
12.36	1.518	0.007	0.002	0.001
12.38	1.517	0.008	0.002	0.001
12.40	1.518	0.008	0.002	0.001
12.42	1.518	0.007	0.002	0.001
12.44	1.518	0.006	0.002	0.001
12.46	1.516	0.005	0.002	0.001
12.48	1.515	0.005	0.002	0.001
12.50	1.514	0.005	0.001	0.001
12.52	1.514	0.005	0.001	0.001
12.54	1.513	0.005	0.001	0.001
12.56	1.512	0.005	0.001	0.001
12.58	1.511	0.005	0.001	0.001
12.60	1.511	0.005	0.001	0.001
12.62	1.510	0.005	0.001	0.001
12.64	1.510	0.005	0.001	0.001
12.66	1.509	0.005	0.001	0.001
12.68	1.509	0.005	0.001	0.001
12.70	1.508	0.005	0.001	0.001
12.72	1.508	0.005	0.001	0.001
12.74	1.507	0.005	0.001	0.001
12.76	1.507	0.005	0.001	0.001
12.78	1.506	0.005	0.001	0.001
12.80	1.506	0.005	0.001	0.001
12.82	1.505	0.005	0.001	0.001
12.84	1.505	0.005	0.001	0.001
12.86	1.505	0.005	0.001	0.001
12.88	1.504	0.005	0.001	0.001
12.90	1.504	0.005	0.001	0.001
12.92	1.504	0.005	0.001	0.002
12.94	1.503	0.005	0.001	0.002
12.96	1.503	0.005	0.001	0.002
12.98	1.503	0.005	0.001	0.002
13.00	1.503	0.004	0.001	0.001
13.02	1.502	0.004	0.001	0.001
13.04	1.501	0.004	0.001	0.001
13.06	1.501	0.004	0.001	0.001
13.08	1.500	0.004	0.001	0.001
13.10	1.500	0.004	0.001	0.001
13.12	1.499	0.004	0.001	0.001
13.14	1.499	0.004	0.001	0.001
13.16	1.499	0.004	0.001	0.001
13.18	1.497	0.004	0.001	0.001
13.20	1.497	0.005	0.001	0.001
13.22	1.497	0.005	0.001	0.001
13.24	1.497	0.005	0.001	0.001
13.26	1.497	0.005	0.001	0.001
13.28	1.497	0.005	0.001	0.001
13.30	1.496	0.005	0.001	0.001
13.32	1.496	0.005	0.001	0.001
13.34	1.496	0.005	0.001	0.002
13.36	1.496	0.005	0.001	0.002
13.38	1.496	0.005	0.001	0.002
13.40	1.495	0.005	0.001	0.002
13.42	1.495	0.005	0.001	0.002
13.44	1.495	0.005	0.001	0.002
13.46	1.495	0.005	0.001	0.002
13.48	1.495	0.004	0.001	0.002
13.50	1.494	0.004	0.001	0.002
13.52	1.494	0.004	0.001	0.002
13.54	1.493	0.004	0.001	0.002
13.56	1.493	0.004	0.001	0.002
13.58	1.492	0.004	0.001	0.002
13.60	1.491	0.005	0.001	0.001
13.62	1.492	0.005	0.001	0.001
13.64	1.492	0.005	0.001	0.001
13.66	1.492	0.005	0.001	0.001
13.68	1.492	0.005	0.001	0.001
13.70	1.492	0.004	0.001	0.002
13.72	1.491	0.004	0.001	0.002
13.74	1.490	0.004	0.001	0.002
13.76	1.490	0.004	0.001	0.002
13.78	1.490	0.004	0.001	0.002
13.80	1.489	0.004	0.001	0.002
13.82	1.489	0.004	0.001	0.002
13.84	1.488	0.004	0.001	0.002
13.86	1.487	0.004	0.001	0.002
13.88	1.487	0.005	0.001	0.002
13.90	1.487	0.005	0.001	0.002
13.92	1.486	0.005	0.001	0.002
13.94	1.486	0.006	0.001	0.002
13.96	1.487	0.006	0.001	0.002
13.98	1.487	0.006	0.001	0.002
14.00	1.486	0.006	0.001	0.002
14.02	1.486	0.007	0.001	0.002
14.04	1.487	0.007	0.001	0.002
14.06	1.487	0.007	0.001	0.002
14.08	1.487	0.007	0.001	0.002
14.10	1.487	0.007	0.002	0.002
14.12	1.487	0.007	0.002	0.002
14.14	1.488	0.006	0.002	0.002
14.16	1.487	0.006	0.002	0.002
14.18	1.487	0.006	0.002	0.002
14.20	1.487	0.005	0.002	0.002
14.22	1.486	0.005	0.002	0.002
14.24	1.486	0.005	0.002	0.002
14.26	1.486	0.005	0.002	0.002
14.28	1.485	0.005	0.002	0.002
14.30	1.486	0.005	0.002	0.001
14.32	1.485	0.004	0.002	0.001
14.34	1.485	0.004	0.002	0.001
14.36	1.484	0.004	0.002	0.001
14.38	1.483	0.005	0.002	0.002
14.40	1.484	0.005	0.002	0.002
14.42	1.483	0.005	0.002	0.002
14.44	1.483	0.005	0.002	0.002
14.46	1.483	0.005	0.002	0.002
