wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
12.78	1.476	0.091	0.021	0.027
12.80	1.477	0.091	0.020	0.027
12.82	1.480	0.091	0.021	0.027
12.84	1.482	0.091	0.019	0.027
12.86	1.487	0.089	0.019	0.026
12.88	1.487	0.085	0.018	0.026
12.90	1.489	0.085	0.018	0.025
12.92	1.492	0.080	0.017	0.025
12.94	1.492	0.077	0.018	0.024
12.96	1.494	0.072	0.017	0.024
12.98	1.489	0.067	0.018	0.024
13.00	1.489	0.069	0.018	0.023
13.02	1.490	0.064	0.018	0.023
13.04	1.486	0.064	0.019	0.023
13.06	1.489	0.061	0.019	0.023
13.08	1.484	0.056	0.019	0.023
13.10	1.482	0.056	0.019	0.023
13.12	1.478	0.056	0.020	0.023
13.14	1.480	0.059	0.020	0.023
13.16	1.480	0.053	0.019	0.023
13.18	1.475	0.053	0.020	0.023
13.20	1.474	0.053	0.020	0.022
13.22	1.472	0.056	0.021	0.023
13.24	1.477	0.056	0.020	0.022
13.26	1.476	0.050	0.020	0.023
13.28	1.472	0.050	0.021	0.023
13.30	1.472	0.050	0.021	0.023
13.32	1.470	0.048	0.021	0.023
13.34	1.468	0.048	0.021	0.023
13.36	1.466	0.048	0.021	0.023
13.38	1.466	0.048	0.021	0.023
13.40	1.464	0.048	0.021	0.023
13.42	1.464	0.048	0.022	0.023
13.44	1.462	0.047	0.021	0.023
13.46	1.461	0.048	0.021	0.023
13.48	1.461	0.048	0.022	0.023
13.50	1.460	0.048	0.022	0.023
13.52	1.459	0.048	0.022	0.023
13.54	1.459	0.048	0.022	0.023
13.56	1.458	0.048	0.022	0.023
13.58	1.458	0.048	0.022	0.023
13.60	1.455	0.048	0.023	0.017
13.62	1.459	0.053	0.023	0.022
13.64	1.462	0.045	0.022	0.021
13.66	1.456	0.045	0.023	0.017
13.68	1.457	0.045	0.023	0.021
13.70	1.454	0.045	0.023	0.017
13.72	1.455	0.045	0.023	0.021
13.74	1.453	0.045	0.023	0.014
13.76	1.453	0.045	0.023	0.014
13.78	1.452	0.045	0.023	0.021
13.80	1.452	0.045	0.023	0.021
13.82	1.453	0.045	0.023	0.014
13.84	1.453	0.042	0.023	0.021
13.86	1.450	0.042	0.023	0.021
13.88	1.450	0.042	0.023	0.021
13.90	1.448	0.042	0.023	0.014
13.92	1.448	0.042	0.024	0.021
13.94	1.446	0.042	0.024	0.014
13.96	1.446	0.042	0.024	0.021
13.98	1.445	0.042	0.023	0.017
14.00	1.445	0.042	0.024	0.017
14.02	1.443	0.042	0.024	0.021
14.04	1.444	0.042	0.024	0.021
14.06	1.442	0.042	0.024	0.014
14.08	1.443	0.042	0.025	0.021
14.10	1.441	0.042	0.024	0.014
14.12	1.441	0.042	0.025	0.017
14.14	1.438	0.042	0.025	0.015
14.16	1.440	0.045	0.025	0.021
14.18	1.439	0.042	0.025	0.017
14.20	1.437	0.045	0.026	0.013
14.22	1.439	0.045	0.025	0.021
14.24	1.438	0.045	0.026	0.014
14.26	1.437	0.045	0.025	0.015
14.28	1.437	0.047	0.026	0.014
14.30	1.439	0.047	0.025	0.014
14.32	1.439	0.047	0.026	0.013
14.34	1.439	0.047	0.024	0.015
14.36	1.440	0.047	0.025	0.021
14.38	1.440	0.047	0.024	0.021
14.40	1.440	0.047	0.025	0.015
14.42	1.441	0.047	0.023	0.014
14.44	1.441	0.047	0.025	0.021
14.46	1.443	0.047	0.023	0.017
14.48	1.444	0.045	0.025	0.014
14.50	1.444	0.045	0.023	0.013
14.52	1.445	0.042	0.026	0.015
14.54	1.442	0.042	0.023	0.021
14.56	1.445	0.042	0.025	0.021
14.58	1.443	0.040	0.023	0.021
14.60	1.443	0.040	0.025	0.021
14.62	1.442	0.040	0.023	0.015
14.64	1.445	0.040	0.025	0.014
14.66	1.444	0.037	0.023	0.014
14.68	1.443	0.037	0.026	0.015
14.70	1.442	0.037	0.023	0.013
14.72	1.443	0.037	0.026	0.021
14.74	1.442	0.037	0.023	0.021
14.76	1.444	0.037	0.027	0.013
14.78	1.445	0.037	0.023	0.021
14.80	1.449	0.033	0.028	0.017
14.82	1.444	0.031	0.024	0.015
14.84	1.448	0.031	0.031	0.021
14.86	1.444	0.028	0.025	0.021
14.88	1.447	0.028	0.035	0.015
14.90	1.442	0.025	0.028	0.013
14.92	1.447	0.028	0.041	0.013
14.94	1.442	0.021	0.033	0.021
14.96	1.442	0.028	0.055	0.015
14.98	1.443	0.028	0.042	0.021
15.00	1.460	0.033	0.106	0.013
