wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
12.62	1.464	0.042	0.015	0.010
12.64	1.464	0.040	0.015	0.010
12.66	1.462	0.040	0.016	0.010
12.68	1.462	0.040	0.016	0.010
12.70	1.462	0.040	0.016	0.008
12.72	1.462	0.040	0.016	0.010
12.74	1.462	0.040	0.016	0.008
12.76	1.464	0.040	0.016	0.010
12.78	1.463	0.038	0.016	0.008
12.80	1.462	0.038	0.016	0.010
12.82	1.462	0.038	0.016	0.009
12.84	1.462	0.038	0.016	0.010
12.86	1.462	0.038	0.016	0.010
12.88	1.462	0.038	0.015	0.009
12.90	1.462	0.038	0.015	0.010
12.92	1.463	0.038	0.015	0.009
12.94	1.463	0.036	0.015	0.010
12.96	1.462	0.036	0.014	0.010
12.98	1.462	0.036	0.014	0.008
13.00	1.463	0.036	0.014	0.008
13.02	1.463	0.034	0.014	0.009
13.04	1.461	0.034	0.014	0.010
13.06	1.462	0.034	0.014	0.010
13.08	1.462	0.032	0.014	0.009
13.10	1.460	0.032	0.013	0.010
13.12	1.460	0.032	0.013	0.010
13.14	1.459	0.032	0.013	0.009
13.16	1.459	0.032	0.014	0.010
13.18	1.459	0.032	0.014	0.008
13.20	1.460	0.032	0.014	0.010
13.22	1.460	0.030	0.013	0.008
13.24	1.458	0.030	0.013	0.009
13.26	1.458	0.030	0.013	0.010
13.28	1.457	0.030	0.013	0.010
13.30	1.457	0.030	0.013	0.008
13.32	1.456	0.030	0.013	0.009
13.34	1.456	0.030	0.013	0.010
13.36	1.456	0.030	0.013	0.009
13.38	1.456	0.030	0.013	0.010
13.40	1.457	0.030	0.013	0.010
13.42	1.457	0.028	0.013	0.008
13.44	1.455	0.028	0.013	0.008
13.46	1.455	0.028	0.013	0.010
13.48	1.454	0.028	0.013	0.010
13.50	1.454	0.028	0.013	0.010
13.52	1.453	0.028	0.014	0.009
13.54	1.454	0.028	0.014	0.010
13.56	1.453	0.028	0.014	0.008
13.58	1.453	0.028	0.015	0.008
13.60	1.453	0.028	0.015	0.010
13.62	1.454	0.028	0.014	0.009
13.64	1.453	0.026	0.014	0.010
13.66	1.452	0.026	0.013	0.008
13.68	1.452	0.026	0.013	0.009
13.70	1.451	0.026	0.013	0.010
13.72	1.451	0.026	0.012	0.010
13.74	1.450	0.026	0.012	0.010
13.76	1.450	0.026	0.011	0.009
13.78	1.450	0.026	0.010	0.010
13.80	1.449	0.026	0.010	0.009
13.82	1.449	0.026	0.009	0.008
13.84	1.449	0.026	0.010	0.010
13.86	1.449	0.026	0.009	0.010
13.88	1.448	0.026	0.009	0.008
13.90	1.448	0.026	0.009	0.010
13.92	1.448	0.026	0.009	0.008
13.94	1.448	0.026	0.009	0.010
13.96	1.447	0.026	0.009	0.010
13.98	1.447	0.026	0.009	0.010
14.00	1.447	0.026	0.009	0.008
14.02	1.447	0.026	0.008	0.010
14.04	1.447	0.026	0.008	0.010
14.06	1.447	0.026	0.008	0.008
14.08	1.446	0.026	0.008	0.009
14.10	1.446	0.026	0.009	0.010
14.12	1.446	0.026	0.008	0.008
14.14	1.446	0.026	0.008	0.010
14.16	1.446	0.026	0.009	0.009
14.18	1.446	0.026	0.008	0.010
14.20	1.445	0.026	0.008	0.010
14.22	1.445	0.026	0.008	0.010
14.24	1.445	0.026	0.008	0.010
14.26	1.445	0.026	0.008	0.008
14.28	1.445	0.026	0.007	0.008
14.30	1.445	0.026	0.006	0.010
14.32	1.445	0.026	0.006	0.009
14.34	1.445	0.026	0.006	0.010
14.36	1.445	0.026	0.005	0.010
14.38	1.445	0.026	0.005	0.010
14.40	1.445	0.026	0.005	0.010
14.42	1.445	0.026	0.004	0.010
14.44	1.445	0.026	0.004	0.009
14.46	1.445	0.026	0.004	0.010
14.48	1.445	0.026	0.004	0.010
14.50	1.444	0.026	0.004	0.008
14.52	1.445	0.026	0.004	0.010
14.54	1.445	0.026	0.004	0.010
14.56	1.445	0.026	0.004	0.009
14.58	1.445	0.026	0.004	0.010
14.60	1.445	0.026	0.004	0.010
14.62	1.445	0.026	0.004	0.010
14.64	1.445	0.026	0.004	0.009
14.66	1.445	0.026	0.004	0.010
14.68	1.445	0.026	0.004	0.010
14.70	1.445	0.026	0.005	0.010
14.72	1.446	0.026	0.005	0.010
14.74	1.446	0.026	0.005	0.010
14.76	1.446	0.026	0.006	0.010
14.78	1.446	0.026	0.006	0.010
14.80	1.447	0.026	0.007	0.010
14.82	1.447	0.026	0.007	0.010
14.84	1.448	0.026	0.008	0.009
14.86	1.448	0.026	0.008	0.010
14.88	1.450	0.026	0.009	0.010
14.90	1.450	0.026	0.010	0.010
14.92	1.452	0.026	0.010	0.010
14.94	1.452	0.026	0.011	0.009
14.96	1.456	0.026	0.012	0.009
14.98	1.456	0.026	0.012	0.010
15.00	1.470	0.026	0.013	0.008
